02/06/2011,175022,"Sliced Cucumbers",LUN,"ANNENBERG ","Salad Bar",2,OZ,VGN
02/06/2011,176067,"Suntan Pepper Strips",LUN,"ANNENBERG ","Salad Bar",2,OZ,VGN
02/06/2011,143001,Tofu,LUN,"ANNENBERG ","Salad Bar",2,OZ,"(OG) VGN"
02/06/2011,175021,"Tomato Wedges",LUN,"ANNENBERG ","Salad Bar",2,OZ,"LOC VGN"
02/06/2011,175052,"Diced Tomatoes",LUN,"ANNENBERG ","Sandwich Bar",1,OZ,VGN
02/06/2011,221002,"Dill Pickle Spears",LUN,"ANNENBERG ","Sandwich Bar",2,EACH,VGN
02/06/2011,217008,Pretzles,LUN,"ANNENBERG ","Sandwich Bar",1,OZ,VGN
02/06/2011,175055,"Shredded Lettuce",LUN,"ANNENBERG ","Sandwich Bar",1,OZ,VGN
02/06/2011,319044,"Sliced Ham",LUN,"ANNENBERG ","Sandwich Bar",4,OZ,
02/06/2011,176007,"Sliced Red Onions",LUN,"ANNENBERG ","Sandwich Bar",1,OZ,"(OG) VGN"
02/06/2011,71521,"Sliced Salami",LUN,"ANNENBERG ","Sandwich Bar",4,OZ,
02/06/2011,113520,"Smoked Turkey Breast",LUN,"ANNENBERG ","Sandwich Bar",4,OZ,
02/06/2011,501033,"Boca Burger for Grill",LUN,"ANNENBERG ","From the Grille",1,EACH,VGN
02/06/2011,117003,Chickwich,LUN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,75012,"Crispy Fish Sandwich",LUN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,142055,"Garden Burger",LUN,"ANNENBERG ","From the Grille",1,EACH,VGT
02/06/2011,145070,"Grilled Bean Burrito",LUN,"ANNENBERG ","From the Grille",1,EACH,VGN
02/06/2011,138003,"Grilled Cheese Sandwich",LUN,"ANNENBERG ","From the Grille",1,EACH,VGT
02/06/2011,138014,"Grilled Chicken",LUN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,77022,"Grilled Frankfurter",LUN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,138015,"Grilled Ham and Cheese",LUN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,77003,"Grilled Hamburger",LUN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,133026,"Turkey Burger",LUN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,505056,"Vegan Chicken Grill Patty",LUN,"ANNENBERG ","From the Grille",1,EACH,VGN
02/06/2011,143059,"Vegan Dog",LUN,"ANNENBERG ","From the Grille",1,EACH,VGN
02/06/2011,505064,"Brown Rice",LUN,"ANNENBERG ","Brown Rice Station",3,OZ,VGN
02/06/2011,221050,"Natural Lite Soy Sauce",LUN,"ANNENBERG ","Brown Rice Station",1,TSP,VGN
02/06/2011,157037,"Rice Vinegar",LUN,"ANNENBERG ","Brown Rice Station",1,TSP,VGN
02/06/2011,157033,"Sriracha Chili Sauce",LUN,"ANNENBERG ","Brown Rice Station",1,TSP,VGN
02/06/2011,204010,Blueberries,LUN,"ANNENBERG ","Make or Build Your Own",1,OZ,
02/06/2011,36014,"Malted Belgian Waffles",LUN,"ANNENBERG ","Make or Build Your Own",1,EACH,VGT
02/06/2011,191001,"Warmed Pancake Syrup",LUN,"ANNENBERG ","Make or Build Your Own",1,OZL,VGN
02/06/2011,199001,"Whipped Topping",LUN,"ANNENBERG ","Make or Build Your Own",1,OZL,VGT
02/06/2011,42094,"Pasta Di Capri Salad",LUN,"ANNENBERG ","Production Salads",4,OZ,
02/06/2011,47526,"Tabbouleh Salad",LUN,"ANNENBERG ","Production Salads",4,OZ,VGN
02/06/2011,42071,"Three Bean Salad",LUN,"ANNENBERG ","Production Salads",4,OZ,VGN
02/06/2011,501069,"Multigrain Penne",LUN,"ANNENBERG ","Pasta a la Carte",4,OZ,VGT
02/06/2011,155010,"Pesto Sauce",LUN,"ANNENBERG ","Pasta a la Carte",4,OZL,VGT
02/06/2011,153005,"Red Spaghetti Sauce",LUN,"ANNENBERG ","Pasta a la Carte",4,OZL,VGN
02/06/2011,165012,"Tri-Color Rotini",LUN,"ANNENBERG ","Pasta a la Carte",4,OZ,VGN
02/06/2011,23530,"Chipotle & Black Bean Soup",DIN,"ANNENBERG ","Today's Soup",6,OZL,VGN
02/06/2011,26513,"Pepper Pot Soup",DIN,"ANNENBERG ","Today's Soup",6,OZL,
02/06/2011,171060,"Corn Niblets",DIN,"ANNENBERG ","Salad Bar",2,OZ,VGN
02/06/2011,171071,"Edamame Beans",DIN,"ANNENBERG ","Salad Bar",1,OZ,VGN
02/06/2011,176066,"Field Greens",DIN,"ANNENBERG ","Salad Bar",2,OZ,"(OG) VGN"
02/06/2011,48006,"Flaked Tuna",DIN,"ANNENBERG ","Salad Bar",2,OZ,
02/06/2011,164054,"Green Lentils",DIN,"ANNENBERG ","Salad Bar",2,OZ,VGN
02/06/2011,175054,"HUHDS Salad Mix",DIN,"ANNENBERG ","Salad Bar",2,OZ,VGN
02/06/2011,161056,"Hard Cooked Eggs",DIN,"ANNENBERG ","Salad Bar",1,EACH,VGT
02/06/2011,178008,"Peeled Baby Carrots",DIN,"ANNENBERG ","Salad Bar",2,OZ,VGN
02/06/2011,175022,"Sliced Cucumbers",DIN,"ANNENBERG ","Salad Bar",2,OZ,VGN
02/06/2011,176067,"Suntan Pepper Strips",DIN,"ANNENBERG ","Salad Bar",2,OZ,VGN
02/06/2011,143001,Tofu,DIN,"ANNENBERG ","Salad Bar",2,OZ,"(OG) VGN"
02/06/2011,175021,"Tomato Wedges",DIN,"ANNENBERG ","Salad Bar",2,OZ,"LOC VGN"
02/06/2011,175052,"Diced Tomatoes",DIN,"ANNENBERG ","Sandwich Bar",1,OZ,VGN
02/06/2011,221002,"Dill Pickle Spears",DIN,"ANNENBERG ","Sandwich Bar",2,EACH,VGN
02/06/2011,217008,Pretzles,DIN,"ANNENBERG ","Sandwich Bar",1,OZ,VGN
02/06/2011,175055,"Shredded Lettuce",DIN,"ANNENBERG ","Sandwich Bar",1,OZ,VGN
02/06/2011,319044,"Sliced Ham",DIN,"ANNENBERG ","Sandwich Bar",4,OZ,
02/06/2011,176007,"Sliced Red Onions",DIN,"ANNENBERG ","Sandwich Bar",1,OZ,"(OG) VGN"
02/06/2011,71521,"Sliced Salami",DIN,"ANNENBERG ","Sandwich Bar",4,OZ,
02/06/2011,113520,"Smoked Turkey Breast",DIN,"ANNENBERG ","Sandwich Bar",4,OZ,
02/06/2011,111068,"Buffalo Chicken Wings",DIN,"ANNENBERG ",Entrees,5,EACH,
02/06/2011,73501,"Chili Con Carne",DIN,"ANNENBERG ",Entrees,6,OZL,
02/06/2011,501081,"Hot Dog",DIN,"ANNENBERG ",Entrees,1,EACH,
02/06/2011,140001,"Pepperoni Pizza",DIN,"ANNENBERG ",Entrees,1,SLICE,
02/06/2011,142501,"Vegetarian Chili",DIN,"ANNENBERG ",Entrees,8,OZ,VGT
02/06/2011,175024,"Celery Sticks",DIN,"ANNENBERG ",Accompaniments,2,OZ,VGN
02/06/2011,161002,"French Fries Straight Cut",DIN,"ANNENBERG ","Starch & Potatoes",4,OZ,VGN
02/06/2011,501033,"Boca Burger for Grill",DIN,"ANNENBERG ","From the Grille",1,EACH,VGN
02/06/2011,117003,Chickwich,DIN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,75012,"Crispy Fish Sandwich",DIN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,61041,"Egg Beaters",DIN,"ANNENBERG ","From the Grille",4,OZ,VGT
02/06/2011,61042,"Egg Whites",DIN,"ANNENBERG ","From the Grille",4,OZ,VGT
02/06/2011,142055,"Garden Burger",DIN,"ANNENBERG ","From the Grille",1,EACH,VGT
02/06/2011,145070,"Grilled Bean Burrito",DIN,"ANNENBERG ","From the Grille",1,EACH,VGN
02/06/2011,138003,"Grilled Cheese Sandwich",DIN,"ANNENBERG ","From the Grille",1,EACH,VGT
02/06/2011,138014,"Grilled Chicken",DIN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,77022,"Grilled Frankfurter",DIN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,138015,"Grilled Ham and Cheese",DIN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,77003,"Grilled Hamburger",DIN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,133026,"Turkey Burger",DIN,"ANNENBERG ","From the Grille",1,EACH,
02/06/2011,505056,"Vegan Chicken Grill Patty",DIN,"ANNENBERG ","From the Grille",1,EACH,VGN
02/06/2011,143059,"Vegan Dog",DIN,"ANNENBERG ","From the Grille",1,EACH,VGN
02/06/2011,505064,"Brown Rice",DIN,"ANNENBERG ","Brown Rice Station",3,OZ,VGN
02/06/2011,221050,"Natural Lite Soy Sauce",DIN,"ANNENBERG ","Brown Rice Station",1,TSP,VGN
02/06/2011,157037,"Rice Vinegar",DIN,"ANNENBERG ","Brown Rice Station",1,TSP,VGN
02/06/2011,157033,"Sriracha Chili Sauce",DIN,"ANNENBERG ","Brown Rice Station",1,TSP,VGN
02/06/2011,171060,"Corn Niblets",DIN,"ANNENBERG ","Make or Build Your Own",1,OZ,VGN
02/06/2011,144520,"Homemade Refried Beans",DIN,"ANNENBERG ","Make or Build Your Own",4,OZ,VGN
02/06/2011,155006,"Nacho Cheese Sauce",DIN,"ANNENBERG ","Make or Build Your Own",2,OZL,VGT
02/06/2011,144004,"Sliced Jalapeno Peppers",DIN,"ANNENBERG ","Make or Build Your Own",1,OZ,VGN
02/06/2011,221004,"Sour Cream",DIN,"ANNENBERG ","Make or Build Your Own",1,OZ,VGT
02/06/2011,503095,"Spicy Black Beans",DIN,"ANNENBERG ","Make or Build Your Own",2,OZ,VGN
02/06/2011,77520,"Taco Meat",DIN,"ANNENBERG ","Make or Build Your Own","1 1/2",OZ,
02/06/2011,144018,"Thick and Chunky Mild Salsa",DIN,"ANNENBERG ","Make or Build Your Own",2,OZL,VGN
02/06/2011,144005,"Tortilla Chips",DIN,"ANNENBERG ","Make or Build Your Own",2,OZ,VGN
02/06/2011,142583,"Vegetarian Taco Crumbles",DIN,"ANNENBERG ","Make or Build Your Own","1 1/2",OZ,VGT
02/06/2011,42094,"Pasta Di Capri Salad",DIN,"ANNENBERG ","Production Salads",4,OZ,
02/06/2011,47526,"Tabbouleh Salad",DIN,"ANNENBERG ","Production Salads",4,OZ,VGN
02/06/2011,42071,"Three Bean Salad",DIN,"ANNENBERG ","Production Salads",4,OZ,VGN
02/06/2011,501069,"Multigrain Penne",DIN,"ANNENBERG ","Pasta a la Carte",4,OZ,VGT
02/06/2011,155010,"Pesto Sauce",DIN,"ANNENBERG ","Pasta a la Carte",4,OZL,VGT
02/06/2011,153005,"Red Spaghetti Sauce",DIN,"ANNENBERG ","Pasta a la Carte",4,OZL,VGN
02/06/2011,165012,"Tri-Color Rotini",DIN,"ANNENBERG ","Pasta a la Carte",4,OZ,VGN
